Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Florida,N/A,1984,District 9,9,19820101,"191,343","Bilirakis, Michael",Incumbent,"52,150","Wilson, Jack",Challenger,N/A,N/A,N/A,N/A,N/A,"139,193",R,.00,78.58,21.42,
House,Florida,N/A,1982,District 9,9,19820101,"95,009","Bilirakis, Michael",Challenger,"90,697","Sheldon, George H.",Challenger,N/A,N/A,N/A,N/A,36,"4,312",R,.00,51.16,48.84,
House,Florida,N/A,1990,District 10,10,19820101,Unopposed,"Ireland, Andrew P.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,R,.00,100.00,.00,
House,Florida,N/A,1988,District 10,10,19820101,"156,563","Ireland, Andrew P.",Incumbent,"56,536","Higginbottom, David B.",Challenger,N/A,N/A,N/A,N/A,N/A,"100,027",R,.00,73.47,26.53,
House,Florida,N/A,1986,District 10,10,19820101,"122,395","Ireland, Andrew P.",Incumbent,"49,571","Higginbottom, David B.",Challenger,N/A,N/A,N/A,N/A,N/A,"72,824",R,.00,71.17,28.83,
House,Florida,N/A,1984,District 10,10,19820101,"126,206","Ireland, Andrew P.",Incumbent,"77,635","Glass, Patricia M.",Challenger,N/A,N/A,N/A,N/A,N/A,"48,571",R,.00,61.91,38.09,
House,Florida,N/A,1982,District 10,10,19820101,N/A,N/A,N/A,Unopposed,"Ireland, Andrew P.",Incumbent,N/A,N/A,N/A,N/A,N/A,0,D,.00,.00,100.00,
House,Florida,N/A,1990,District 11,11,19820101,"111,970","Tolley, Bill",Challenger,"120,991","Bacchus, Jim",Challenger,N/A,N/A,N/A,N/A,N/A,"9,021",D,.00,48.06,51.94,
House,Florida,N/A,1988,District 11,11,19820101,"108,373","Tolley, Bill",Challenger,"168,390","Nelson, C. W.",Incumbent,N/A,N/A,N/A,N/A,N/A,"60,017",D,.00,39.16,60.84,
House,Florida,N/A,1986,District 11,11,19820101,"55,952","Ellis, Scott",Challenger,"149,109","Nelson, C. W.",Incumbent,N/A,N/A,N/A,N/A,N/A,"93,157",D,.00,27.29,72.71,
House,Florida,N/A,1984,District 11,11,19820101,"95,115","Quartel, Rob",Challenger,"145,764","Nelson, C. W.",Incumbent,N/A,N/A,N/A,N/A,11,"50,649",D,.00,39.49,60.51,
House,Florida,N/A,1982,District 11,11,19820101,"42,422","Robinson, Joel",Challenger,"101,746","Nelson, C. W.",Incumbent,N/A,N/A,N/A,N/A,N/A,"59,324",D,.00,29.43,70.57,
House,Florida,N/A,1990,District 12,12,19820101,N/A,"Lewis, Tom",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,R,.00,.00,.00,
House,Florida,N/A,1988,District 12,12,19820101,Unopposed,"Lewis, Tom",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,R,.00,100.00,.00,
House,Florida,N/A,1986,District 12,12,19820101,"150,244","Lewis, Tom",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,936,"150,244",R,.00,100.00,.00,
House,Florida,N/A,1984,District 12,12,19820101,Unopposed,"Lewis, Tom",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,R,.00,100.00,.00,
House,Florida,N/A,1982,District 12,12,19820101,"81,893","Lewis, Tom",Challenger,"73,913","Culverhouse, Brad",Challenger,N/A,N/A,N/A,N/A,N/A,"7,980",R,.00,52.56,47.44,
House,Florida,N/A,1990,District 13,13,19820101,Unopposed,"Goss, Porter J.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,R,.00,100.00,.00,
House,Florida,N/A,1988,District 13,13,19820101,"231,170","Goss, Porter J.",Challenger,"93,700","Conway, Jack",Challenger,N/A,N/A,N/A,N/A,N/A,"137,470",R,.00,71.16,28.84,
House,Florida,N/A,1986,District 13,13,19820101,"187,846","Mack, Connie III",Incumbent,"62,709","Gilbert, Addison S.",Challenger,N/A,N/A,N/A,N/A,N/A,"125,137",R,.00,74.97,25.03,
House,Florida,N/A,1984,District 13,13,19820101,Unopposed,"Mack, Connie III",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,R,.00,100.00,.00,
House,Florida,N/A,1982,District 13,13,19820101,"132,951","Mack, Connie III",Challenger,"71,239","Stevens, Dana N.",Challenger,N/A,N/A,N/A,N/A,N/A,"61,712",R,.00,65.11,34.89,
House,Florida,N/A,1990,District 14,14,19820101,"80,249","Shore, Scott",Challenger,"156,055","Johnston, Harry",Incumbent,N/A,N/A,N/A,N/A,N/A,"75,806",D,.00,33.96,66.04,
House,Florida,N/A,1988,District 14,14,19820101,"142,635","Adams, Ken",Challenger,"173,292","Johnston, Harry",Challenger,N/A,N/A,N/A,N/A,N/A,"30,657",D,.00,45.15,54.85,
House,Florida,N/A,1986,District 14,14,19820101,"61,189","Martin, Rick",Challenger,"171,976","Mica, Dan",Incumbent,N/A,N/A,N/A,N/A,N/A,"110,787",D,.00,26.24,73.76,
House,Florida,N/A,1984,District 14,14,19820101,"123,926","Ross, Don",Challenger,"153,935","Mica, Dan",Incumbent,N/A,N/A,N/A,N/A,N/A,"30,009",D,.00,44.60,55.40,
House,Florida,N/A,1982,District 14,14,19820101,"47,560","Mitchell, Steve",Challenger,"128,646","Mica, Dan",Incumbent,N/A,N/A,N/A,N/A,N/A,"81,086",D,.00,26.99,73.01,
House,Florida,N/A,1990,District 15,15,19820101,"104,295","Shaw, E. Clay Jr.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"2,374","104,295",R,.00,100.00,.00,
House,Florida,N/A,1988,District 15,15,19820101,"132,090","Shaw, E. Clay Jr.",Incumbent,"67,746","Kuhle, Michael A.",Challenger,N/A,N/A,N/A,N/A,N/A,"64,344",R,.00,66.10,33.90,
House,Florida,N/A,1986,District 15,15,19820101,Unopposed,"Shaw, E. Clay Jr.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,R,.00,100.00,.00,
House,Florida,N/A,1984,District 15,15,19820101,"128,097","Shaw, E. Clay Jr.",Incumbent,"66,833","Humphrey, Bill",Challenger,N/A,N/A,N/A,N/A,N/A,"61,264",R,.00,65.71,34.29,
House,Florida,N/A,1982,District 15,15,19820101,"89,158","Shaw, E. Clay Jr.",Incumbent,"67,083","Stack, Edward J.",Challenger,N/A,N/A,N/A,N/A,N/A,"22,075",R,.00,57.06,42.94,
House,Florida,N/A,1990,District 16,16,19820101,N/A,N/A,N/A,N/A,"Smith, Larry",Incumbent,N/A,N/A,N/A,N/A,N/A,0,D,.00,.00,.00,
House,Florida,N/A,1988,District 16,16,19820101,"67,461","Smith, Joseph",Challenger,"153,032","Smith, Larry",Incumbent,N/A,N/A,N/A,N/A,N/A,"85,571",D,.00,30.60,69.40,
House,Florida,N/A,1986,District 16,16,19820101,"52,809","Collins, Mary",Challenger,"121,219","Smith, Larry",Incumbent,N/A,N/A,N/A,N/A,N/A,"68,410",D,.00,30.35,69.65,
House,Florida,N/A,1984,District 16,16,19820101,"83,903","Bush, Tom",Challenger,"108,410","Smith, Larry",Incumbent,N/A,N/A,N/A,N/A,N/A,"24,507",D,.00,43.63,56.37,
House,Florida,N/A,1982,District 16,16,19820101,"43,458","Berkowitz, Maurice",Challenger,"91,888","Smith, Larry",Challenger,N/A,N/A,N/A,N/A,N/A,"48,430",D,.00,32.11,67.89,
House,Florida,N/A,1990,District 17,17,19820101,"22,029","Rodney, Earl",Challenger,"79,569","Lehman, William",Incumbent,N/A,N/A,N/A,N/A,1,"57,540",D,.00,21.68,78.32,
House,Florida,N/A,1988,District 17,17,19820101,N/A,N/A,N/A,Unopposed,"Lehman, William",Incumbent,N/A,N/A,N/A,N/A,N/A,0,D,.00,.00,100.00,
House,Florida,N/A,1986,District 17,17,19820101,N/A,N/A,N/A,Unopposed,"Lehman, William",Incumbent,N/A,N/A,N/A,N/A,N/A,0,D,.00,.00,100.00,
House,Florida,N/A,1984,District 17,17,19820101,N/A,N/A,N/A,Unopposed,"Lehman, William",Incumbent,N/A,N/A,N/A,N/A,N/A,0,D,.00,.00,100.00,
House,Florida,N/A,1982,District 17,17,19820101,N/A,N/A,N/A,Unopposed,"Lehman, William",Incumbent,N/A,N/A,N/A,N/A,N/A,0,D,.00,.00,100.00,
House,Florida,N/A,1990,District 18,18,19820101,"56,364","Ros-Lehtinen, Ileana",Challenger,"36,978","Anscher, Bernard",Challenger,N/A,N/A,N/A,N/A,1,"19,386",R,.00,60.38,39.62,
House,Florida,N/A,1988,District 18,18,19820101,N/A,N/A,N/A,Unopposed,"Pepper, Claude",Incumbent,N/A,N/A,N/A,N/A,N/A,0,D,.00,.00,100.00,
House,Florida,N/A,1986,District 18,18,19820101,"28,814","Brodie, Tom",Challenger,"80,062","Pepper, Claude",Incumbent,N/A,N/A,N/A,N/A,N/A,"51,248",D,.00,26.46,73.54,
House,Florida,N/A,1984,District 18,18,19820101,"49,818","Nunez, Ricardo",Challenger,"76,404","Pepper, Claude",Incumbent,N/A,N/A,N/A,N/A,N/A,"26,586",D,.00,39.47,60.53,
House,Florida,N/A,1982,District 18,18,19820101,"29,196","Nunez, Ricardo",Challenger,"72,183","Pepper, Claude",Incumbent,N/A,N/A,N/A,N/A,N/A,"42,987",D,.00,28.80,71.20,
House,Florida,N/A,1990,District 19,19,19820101,"53,796","Allen, Bob",Challenger,"87,696","Fascell, Dante B.",Incumbent,N/A,N/A,N/A,N/A,N/A,"33,900",D,.00,38.02,61.98,
House,Florida,N/A,1988,District 19,19,19820101,"51,628","Rocheteau, Ralph C.",Challenger,"135,355","Fascell, Dante B.",Incumbent,N/A,N/A,N/A,N/A,N/A,"83,727",D,.00,27.61,72.39,
House,Florida,N/A,1986,District 19,19,19820101,"44,463","Flanagan, Bill",Challenger,"99,215","Fascell, Dante B.",Incumbent,N/A,N/A,N/A,N/A,N/A,"54,752",D,.00,30.95,69.05,
House,Florida,N/A,1984,District 19,19,19820101,"64,317","Flanagan, Bill",Challenger,"115,631","Fascell, Dante B.",Incumbent,N/A,N/A,N/A,N/A,3,"51,314",D,.00,35.74,64.26,
House,Florida,N/A,1982,District 19,19,19820101,"51,969","Rinker, Glenn",Challenger,"74,312","Fascell, Dante B.",Incumbent,N/A,N/A,N/A,N/A,N/A,"22,343",D,.00,41.15,58.85,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Georgia,N/A,1990,District 1,1,19820101,"32,532","Meredith, John C.",Challenger,"80,515","Thomas, Robert Lindsay",Incumbent,N/A,N/A,N/A,N/A,N/A,"47,983",D,.00,28.78,71.22,
House,Georgia,N/A,1988,District 1,1,19820101,"46,552","Meredith, John C.",Challenger,"94,531","Thomas, Robert Lindsay",Incumbent,N/A,N/A,N/A,N/A,N/A,"47,979",D,.00,33.00,67.00,
House,Georgia,N/A,1986,District 1,1,19820101,N/A,N/A,N/A,"69,440","Thomas, Robert Lindsay",Incumbent,N/A,N/A,N/A,N/A,2,"69,440",D,.00,.00,100.00,
House,Georgia,N/A,1984,District 1,1,19820101,"28,460","Downing, Erie L.",Challenger,"126,082","Thomas, Robert Lindsay",Incumbent,N/A,N/A,N/A,N/A,3,"97,622",D,.00,18.42,81.58,
House,Georgia,N/A,1982,District 1,1,19820101,"36,799","Jones, Herb",Challenger,"65,625","Thomas, Robert Lindsay",Challenger,N/A,N/A,N/A,N/A,1,"28,826",D,.00,35.93,64.07,
House,Georgia,N/A,1990,District 2,2,19820101,"28,781","Waters, Jonathan P.",Challenger,"77,910","Hatcher, Charles",Incumbent,N/A,N/A,N/A,N/A,N/A,"49,129",D,.00,26.98,73.02,
House,Georgia,N/A,1988,District 2,2,19820101,"52,807","Hudgens, Ralph",Challenger,"85,029","Hatcher, Charles",Incumbent,N/A,N/A,N/A,N/A,N/A,"32,222",D,.00,38.31,61.69,
House,Georgia,N/A,1986,District 2,2,19820101,N/A,N/A,N/A,"72,482","Hatcher, Charles",Incumbent,N/A,N/A,N/A,N/A,8,"72,482",D,.00,.00,100.00,
House,Georgia,N/A,1984,District 2,2,19820101,N/A,N/A,N/A,"110,561","Hatcher, Charles",Incumbent,N/A,N/A,N/A,N/A,5,"110,561",D,.00,.00,100.00,
House,Georgia,N/A,1982,District 2,2,19820101,N/A,N/A,N/A,"73,897","Hatcher, Charles",Incumbent,N/A,N/A,N/A,N/A,8,"73,897",D,.00,.00,100.00,
House,Georgia,N/A,1990,District 3,3,19820101,"42,561","Broun, Paul",Challenger,"72,961","Ray, Richard",Incumbent,N/A,N/A,N/A,N/A,N/A,"30,400",D,.00,36.84,63.16,
House,Georgia,N/A,1988,District 3,3,19820101,N/A,N/A,N/A,"97,663","Ray, Richard",Incumbent,N/A,N/A,N/A,N/A,N/A,"97,663",D,.00,.00,100.00,
House,Georgia,N/A,1986,District 3,3,19820101,N/A,N/A,N/A,"75,850","Ray, Richard",Incumbent,N/A,N/A,N/A,N/A,212,"75,850",D,.00,.00,100.00,
House,Georgia,N/A,1984,District 3,3,19820101,"25,410","Cantu, Mitchell",Challenger,"111,061","Ray, Richard",Incumbent,N/A,N/A,N/A,N/A,2,"85,651",D,.00,18.62,81.38,
House,Georgia,N/A,1982,District 3,3,19820101,"30,537","Elliott, Tyron",Challenger,"74,626","Ray, Richard",Challenger,N/A,N/A,N/A,N/A,8,"44,089",D,.00,29.04,70.96,
House,Georgia,N/A,1990,District 4,4,19820101,"87,569","Linder, John",Challenger,"96,526","Jones, Ben",Incumbent,N/A,N/A,N/A,N/A,3,"8,957",D,.00,47.57,52.43,
House,Georgia,N/A,1988,District 4,4,19820101,"97,745","Swindall, Patrick L.",Incumbent,"148,394","Jones, Ben",Challenger,N/A,N/A,N/A,N/A,N/A,"50,649",D,.00,39.71,60.29,
House,Georgia,N/A,1986,District 4,4,19820101,"86,366","Swindall, Patrick L.",Incumbent,"75,892","Jones, Ben",Challenger,N/A,N/A,N/A,N/A,8,"10,474",R,.00,53.23,46.77,
House,Georgia,N/A,1984,District 4,4,19820101,"120,456","Swindall, Patrick L.",Challenger,"106,376","Levitas, Elliott H.",Incumbent,N/A,N/A,N/A,N/A,3,"14,080",R,.00,53.10,46.90,
House,Georgia,N/A,1982,District 4,4,19820101,"20,418","Winder, Dick",Challenger,"38,758","Levitas, Elliott H.",Incumbent,N/A,N/A,N/A,N/A,9,"18,340",D,.00,34.50,65.50,
House,Georgia,N/A,1990,District 5,5,19820101,"27,781","Tibbs, J. W. Jr.",Challenger,"86,037","Lewis, John",Incumbent,N/A,N/A,N/A,N/A,2,"58,256",D,.00,24.41,75.59,
House,Georgia,N/A,1988,District 5,5,19820101,"37,693","Tibbs, J. W. Jr.",Challenger,"135,194","Lewis, John",Incumbent,N/A,N/A,N/A,N/A,N/A,"97,501",D,.00,21.80,78.20,
House,Georgia,N/A,1986,District 5,5,19820101,"30,562","Scott, Portia A.",Challenger,"93,229","Lewis, John",Challenger,N/A,N/A,N/A,N/A,9,"62,667",D,.00,24.69,75.31,
House,Georgia,N/A,1984,District 5,5,19820101,N/A,N/A,N/A,"151,233","Fowler, Wyche Jr.",Incumbent,N/A,N/A,N/A,N/A,17,"151,233",D,.00,.00,100.00,
House,Georgia,N/A,1982,District 5,5,19820101,"3,633","Jones, Paul",Challenger,"53,264","Fowler, Wyche Jr.",Incumbent,N/A,N/A,N/A,N/A,"9,058","49,631",D,.00,6.39,93.61,
House,Georgia,N/A,1990,District 6,6,19820101,"78,768","Gingrich, Newt",Incumbent,"77,794","Worley, Dave",Challenger,N/A,N/A,N/A,N/A,4,974,R,.00,50.31,49.69,
House,Georgia,N/A,1988,District 6,6,19820101,"110,169","Gingrich, Newt",Incumbent,"76,824","Worley, Dave",Challenger,N/A,N/A,N/A,N/A,18,"33,345",R,.00,58.92,41.08,
House,Georgia,N/A,1986,District 6,6,19820101,"75,583","Gingrich, Newt",Incumbent,"51,352","Bray, Crandle",Challenger,N/A,N/A,N/A,N/A,6,"24,231",R,.00,59.54,40.46,
House,Georgia,N/A,1984,District 6,6,19820101,"116,655","Gingrich, Newt",Incumbent,"52,061","Johnson, Gerald L.",Challenger,N/A,N/A,N/A,N/A,1,"64,594",R,.00,69.14,30.86,
House,Georgia,N/A,1982,District 6,6,19820101,"62,352","Gingrich, Newt",Incumbent,"50,459","Wood, Jim",Challenger,N/A,N/A,N/A,N/A,1,"11,893",R,.00,55.27,44.73,
House,Georgia,N/A,1990,District 7,7,19820101,"63,588","Beverly, Al",Challenger,"95,817","Darden, George",Incumbent,N/A,N/A,N/A,N/A,N/A,"32,229",D,.00,39.89,60.11,
House,Georgia,N/A,1988,District 7,7,19820101,"73,425","Lamutt, Robert",Challenger,"135,056","Darden, George",Incumbent,N/A,N/A,N/A,N/A,N/A,"61,631",D,.00,35.22,64.78,
House,Georgia,N/A,1986,District 7,7,19820101,"44,891","Morecraft, Joe",Challenger,"88,636","Darden, George",Incumbent,N/A,N/A,N/A,N/A,7,"43,745",D,.00,33.62,66.38,
House,Georgia,N/A,1984,District 7,7,19820101,"86,431","Bronson, Bill",Challenger,"106,586","Darden, George",Challenger,N/A,N/A,N/A,N/A,3,"20,155",D,.00,44.78,55.22,
House,Georgia,N/A,1982,District 7,7,19820101,"45,569","Sellers, Dave",Challenger,"71,647","McDonald, Larry",Incumbent,N/A,N/A,N/A,N/A,8,"26,078",D,.00,38.88,61.12,
House,Georgia,N/A,1990,District 8,8,19820101,"36,980","Cunningham, Robert F.",Challenger,"81,344","Rowland, J. Roy",Incumbent,N/A,N/A,N/A,N/A,2,"44,364",D,.00,31.25,68.75,
House,Georgia,N/A,1988,District 8,8,19820101,N/A,N/A,N/A,"102,696","Rowland, J. Roy",Incumbent,N/A,N/A,N/A,N/A,N/A,"102,696",D,.00,.00,100.00,
House,Georgia,N/A,1986,District 8,8,19820101,"12,952","McDowell, Eddie",Challenger,"82,254","Rowland, J. Roy",Incumbent,N/A,N/A,N/A,N/A,N/A,"69,302",D,.00,13.60,86.40,
House,Georgia,N/A,1984,District 8,8,19820101,N/A,N/A,N/A,"100,936","Rowland, J. Roy",Incumbent,N/A,N/A,N/A,N/A,4,"100,936",D,.00,.00,100.00,
House,Georgia,N/A,1982,District 8,8,19820101,N/A,N/A,N/A,"75,009","Rowland, J. Roy",Challenger,N/A,N/A,N/A,N/A,26,"75,009",D,.00,.00,100.00,
House,Georgia,N/A,1990,District 9,9,19820101,"76,121","Hoffman, Joe",Challenger,"96,197","Jenkins, Ed",Incumbent,N/A,N/A,N/A,N/A,N/A,"20,076",D,.00,44.17,55.83,
House,Georgia,N/A,1988,District 9,9,19820101,"71,905","Hoffman, Joe",Challenger,"121,800","Jenkins, Ed",Incumbent,N/A,N/A,N/A,N/A,N/A,"49,895",D,.00,37.12,62.88,
House,Georgia,N/A,1986,District 9,9,19820101,N/A,N/A,N/A,"84,303","Jenkins, Ed",Incumbent,N/A,N/A,N/A,N/A,17,"84,303",D,.00,.00,100.00,
House,Georgia,N/A,1984,District 9,9,19820101,"52,731","Cofer, Frank",Challenger,"109,422","Jenkins, Ed",Incumbent,N/A,N/A,N/A,N/A,3,"56,691",D,.00,32.52,67.48,
House,Georgia,N/A,1982,District 9,9,19820101,"25,907","Sherwood, Charles",Challenger,"86,514","Jenkins, Ed",Incumbent,N/A,N/A,N/A,N/A,1,"60,607",D,.00,23.04,76.96,
House,Georgia,N/A,1990,District 10,10,19820101,"64,184","Jones, Sam",Challenger,"89,683","Barnard, Doug",Incumbent,N/A,N/A,N/A,N/A,N/A,"25,499",D,.00,41.71,58.29,
House,Georgia,N/A,1988,District 10,10,19820101,"66,521","Myers, Mark",Challenger,"118,156","Barnard, Doug",Incumbent,N/A,N/A,N/A,N/A,N/A,"51,635",D,.00,36.02,63.98,
House,Georgia,N/A,1986,District 10,10,19820101,"38,714","Hill, Jim",Challenger,"79,548","Barnard, Doug",Incumbent,N/A,N/A,N/A,N/A,5,"40,834",D,.00,32.74,67.26,
House,Georgia,N/A,1984,District 10,10,19820101,N/A,N/A,N/A,"116,364","Barnard, Doug",Incumbent,N/A,N/A,N/A,N/A,10,"116,364",D,.00,.00,100.00,
House,Georgia,N/A,1982,District 10,10,19820101,N/A,N/A,N/A,"80,311","Barnard, Doug",Incumbent,N/A,N/A,N/A,N/A,12,"80,311",D,.00,.00,100.00,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Hawaii,N/A,1990,District 1,1,19840101,"62,982","Liu, Mike",Challenger,"97,622","Abercrombie, Neil",Challenger,N/A,N/A,N/A,N/A,"2,107","34,640",D,.00,39.22,60.78,
House,Hawaii,N/A,1988,District 1,1,19840101,"96,848","Saiki, Patricia",Incumbent,"76,394","Bitterman, Mary",Challenger,N/A,N/A,N/A,N/A,"3,778","20,454",R,.00,55.90,44.10,
House,Hawaii,N/A,1986,District 1,1,19840101,"99,683","Saiki, Patricia",Challenger,"63,061","Hannemann, Mufi",Challenger,N/A,N/A,N/A,N/A,"5,633","36,622",R,.00,61.25,38.75,
House,Hawaii,N/A,1984,District 1,1,19840101,"20,608","Beard, Willard F.",Challenger,"114,884","Heftel, Cecil",Incumbent,N/A,N/A,N/A,N/A,"3,373","94,276",D,.00,15.21,84.79,
House,Hawaii,N/A,1982,District 1,1,19820101,N/A,N/A,N/A,"134,779","Heftel, Cecil",Incumbent,N/A,N/A,N/A,N/A,"15,128","134,779",D,.00,.00,100.00,
House,Hawaii,N/A,1990,District 2,2,19840101,"54,625","Poepoe, Andy",Challenger,"118,155","Mink, Patsy T.",Incumbent,N/A,N/A,N/A,N/A,"5,508","63,530",D,.00,31.62,68.38,
House,Hawaii,N/A,1988,District 2,2,19840101,N/A,N/A,N/A,"144,802","Akaka, Daniel K.",Incumbent,N/A,N/A,N/A,N/A,"18,006","144,802",D,.00,.00,100.00,
House,Hawaii,N/A,1986,District 2,2,19840101,"35,371","Hustace, Maria M.",Challenger,"123,830","Akaka, Daniel K.",Incumbent,N/A,N/A,N/A,N/A,"3,618","88,459",D,.00,22.22,77.78,
House,Hawaii,N/A,1984,District 2,2,19840101,"20,000","Shipley, Arbis D.",Challenger,"112,377","Akaka, Daniel K.",Incumbent,N/A,N/A,N/A,N/A,"4,364","92,377",D,.00,15.11,84.89,
House,Hawaii,N/A,1982,District 2,2,19820101,N/A,N/A,N/A,"132,072","Akaka, Daniel K.",Incumbent,N/A,N/A,N/A,N/A,"15,936","132,072",D,.00,.00,100.00,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Idaho,N/A,1990,District 1,1,19820101,"75,406","Smyser, C. A.",Challenger,"85,054","Larocco, Larry",Challenger,N/A,N/A,N/A,N/A,N/A,"9,648",D,.00,46.99,53.01,
House,Idaho,N/A,1988,District 1,1,19820101,"135,221","Craig, Larry E.",Incumbent,"70,328","Givens, Jeanne",Challenger,N/A,N/A,N/A,N/A,N/A,"64,893",R,.00,65.79,34.21,
House,Idaho,N/A,1986,District 1,1,19820101,"121,625","Craig, Larry E.",Incumbent,"59,723","Currie, Bill",Challenger,N/A,N/A,N/A,N/A,"4,848","61,902",R,.00,67.07,32.93,
House,Idaho,N/A,1984,District 1,1,19820101,"139,085","Craig, Larry E.",Incumbent,"63,591","Hellar, Bill",Challenger,N/A,N/A,N/A,N/A,N/A,"75,494",R,.00,68.62,31.38,
House,Idaho,N/A,1982,District 1,1,19820101,"86,277","Craig, Larry E.",Incumbent,"74,388","Larocco, Larry",Challenger,N/A,N/A,N/A,N/A,N/A,"11,889",R,.00,53.70,46.30,
House,Idaho,N/A,1990,District 2,2,19820101,"56,044","McDevitt, Sean",Challenger,"98,008","Stallings, Richard",Incumbent,N/A,N/A,N/A,N/A,N/A,"41,964",D,.00,36.38,63.62,
House,Idaho,N/A,1988,District 2,2,19820101,"68,226","Watkins, Dane",Challenger,"127,956","Stallings, Richard",Incumbent,N/A,N/A,N/A,N/A,"5,703","59,730",D,.00,34.78,65.22,
House,Idaho,N/A,1986,District 2,2,19820101,"86,528","Richardson, Mel",Challenger,"103,035","Stallings, Richard",Incumbent,N/A,N/A,N/A,N/A,N/A,"16,507",D,.00,45.65,54.35,
House,Idaho,N/A,1984,District 2,2,19820101,"101,117","Hansen, George V.",Incumbent,"101,287","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,170,D,.00,49.96,50.04,
House,Idaho,N/A,1982,District 2,2,19820101,"83,873","Hansen, George V.",Incumbent,"76,608","Stallings, Richard",Challenger,N/A,N/A,N/A,N/A,N/A,"7,265",R,.00,52.26,47.74,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Illinois,N/A,1990,District 1,1,19820101,"6,708","Peyton, Babette",Challenger,"100,890","Hayes, Charles A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"94,182",D,.00,6.23,93.77,
House,Illinois,N/A,1988,District 1,1,19820101,"6,753","Evans, Stephen J.",Challenger,"164,125","Hayes, Charles A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"157,372",D,.00,3.95,96.05,
House,Illinois,N/A,1986,District 1,1,19820101,"4,572","Faulkner, Joseph C.",Challenger,"122,376","Hayes, Charles A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"117,804",D,.00,3.60,96.40,
House,Illinois,N/A,1984,District 1,1,19820101,N/A,N/A,N/A,"177,438","Hayes, Charles A.",Challenger,N/A,N/A,N/A,N/A,"8,096","177,438",D,.00,.00,100.00,
House,Illinois,N/A,1982,District 1,1,19820101,"4,820","Taliaferro, Charles A.",Challenger,"172,641","Washington, Harold",Incumbent,N/A,N/A,N/A,N/A,1,"167,821",D,.00,2.72,97.28,
House,Illinois,N/A,1990,District 2,2,19820101,"22,350","Hespel, William T.",Challenger,"80,245","Savage, Gus",Incumbent,N/A,N/A,N/A,N/A,N/A,"57,895",D,.00,21.78,78.22,
House,Illinois,N/A,1988,District 2,2,19820101,"28,831","Hespel, William T.",Challenger,"138,256","Savage, Gus",Incumbent,N/A,N/A,N/A,N/A,N/A,"109,425",D,.00,17.26,82.74,
House,Illinois,N/A,1986,District 2,2,19820101,"19,149","Taylor, Ron",Challenger,"99,268","Savage, Gus",Incumbent,N/A,N/A,N/A,N/A,N/A,"80,119",D,.00,16.17,83.83,
House,Illinois,N/A,1984,District 2,2,19820101,"31,865","Harman, Dale F.",Challenger,"155,349","Savage, Gus",Incumbent,N/A,N/A,N/A,N/A,1,"123,484",D,.00,17.02,82.98,
