Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Illinois,N/A,1982,District 2,2,19820101,"20,670","Sparks, Kevin W.",Challenger,"140,827","Savage, Gus",Incumbent,N/A,N/A,N/A,N/A,297,"120,157",D,.00,12.80,87.20,
House,Illinois,N/A,1990,District 3,3,19820101,"45,299","Klein, Carl L.",Challenger,"110,512","Russo, Martin A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"65,213",D,.00,29.07,70.93,
House,Illinois,N/A,1988,District 3,3,19820101,"80,181","McCarthy, Joseph J.",Challenger,"132,111","Russo, Martin A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"51,930",D,.00,37.77,62.23,
House,Illinois,N/A,1986,District 3,3,19820101,"52,618","Tierney, James J.",Challenger,"102,949","Russo, Martin A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"50,331",D,.00,33.82,66.18,
House,Illinois,N/A,1984,District 3,3,19820101,"79,218","Murphy, Richard D.",Challenger,"143,363","Russo, Martin A.",Incumbent,N/A,N/A,N/A,N/A,1,"64,145",D,.00,35.59,64.41,
House,Illinois,N/A,1982,District 3,3,19820101,"48,268","Murphy, Richard D.",Challenger,"137,391","Russo, Martin A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"89,123",D,.00,26.00,74.00,
House,Illinois,N/A,1990,District 4,4,19820101,"53,258","Hoffman, Manny",Challenger,"77,290","Sangmeister, George E.",Incumbent,N/A,N/A,N/A,N/A,N/A,"24,032",D,.00,40.80,59.20,
House,Illinois,N/A,1988,District 4,4,19820101,"90,243","Davis, Jack",Incumbent,"91,282","Sangmeister, George E.",Challenger,N/A,N/A,N/A,N/A,N/A,"1,039",D,.00,49.71,50.29,
House,Illinois,N/A,1986,District 4,4,19820101,"61,583","Davis, Jack",Challenger,"57,773","Collins, Shawn",Challenger,N/A,N/A,N/A,N/A,N/A,"3,810",R,.00,51.60,48.40,
House,Illinois,N/A,1984,District 4,4,19820101,"121,744","O'Brien, George M.",Incumbent,"68,547","Marlow, Dennis E.",Challenger,N/A,N/A,N/A,N/A,N/A,"53,197",R,.00,63.98,36.02,
House,Illinois,N/A,1982,District 4,4,19820101,"79,842","O'Brien, George M.",Incumbent,"66,323","Murer, Michael A.",Challenger,N/A,N/A,N/A,N/A,7,"13,519",R,.00,54.62,45.38,
House,Illinois,N/A,1990,District 5,5,19820101,"34,440","Shestokas, David J.",Challenger,"73,805","Lipinski, William O.",Incumbent,N/A,N/A,N/A,N/A,"3,001","39,365",D,.00,31.82,68.18,
House,Illinois,N/A,1988,District 5,5,19820101,"59,128","Holowinski, John J.",Challenger,"93,567","Lipinski, William O.",Incumbent,N/A,N/A,N/A,N/A,N/A,"34,439",D,.00,38.72,61.28,
House,Illinois,N/A,1986,District 5,5,19820101,"34,738","Sobieski, Daniel J.",Challenger,"82,466","Lipinski, William O.",Incumbent,N/A,N/A,N/A,N/A,N/A,"47,728",D,.00,29.64,70.36,
House,Illinois,N/A,1984,District 5,5,19820101,"61,109","Paczkowski, John M.",Challenger,"106,597","Lipinski, William O.",Incumbent,N/A,N/A,N/A,N/A,2,"45,488",D,.00,36.44,63.56,
House,Illinois,N/A,1982,District 5,5,19820101,"35,970","Partyka, Daniel J.",Challenger,"110,351","Lipinski, William O.",Challenger,N/A,N/A,N/A,N/A,1,"74,381",D,.00,24.58,75.42,
House,Illinois,N/A,1990,District 6,6,19820101,"96,410","Hyde, Henry J.",Incumbent,"48,155","Cassidy, Robert J.",Challenger,N/A,N/A,N/A,N/A,N/A,"48,255",R,.00,66.69,33.31,
House,Illinois,N/A,1988,District 6,6,19820101,"153,425","Hyde, Henry J.",Incumbent,"54,804","Andrel, William J.",Challenger,N/A,N/A,N/A,N/A,N/A,"98,621",R,.00,73.68,26.32,
House,Illinois,N/A,1986,District 6,6,19820101,"98,196","Hyde, Henry J.",Incumbent,"32,064","Renshaw, Robert H.",Challenger,N/A,N/A,N/A,N/A,N/A,"66,132",R,.00,75.38,24.62,
House,Illinois,N/A,1984,District 6,6,19820101,"157,370","Hyde, Henry J.",Incumbent,"52,189","Renshaw, Robert H.",Challenger,N/A,N/A,N/A,N/A,3,"105,181",R,.00,75.10,24.90,
House,Illinois,N/A,1982,District 6,6,19820101,"97,918","Hyde, Henry J.",Incumbent,"45,237","Kennel, Leroy E.",Challenger,N/A,N/A,N/A,N/A,13,"52,681",R,.00,68.40,31.60,
House,Illinois,N/A,1990,District 7,7,19820101,"20,099","Dooley, Michael",Challenger,"80,021","Collins, Cardiss",Incumbent,N/A,N/A,N/A,N/A,N/A,"59,922",D,.00,20.07,79.93,
House,Illinois,N/A,1988,District 7,7,19820101,N/A,N/A,N/A,"135,331","Collins, Cardiss",Incumbent,N/A,N/A,N/A,N/A,N/A,"135,331",D,.00,.00,100.00,
House,Illinois,N/A,1986,District 7,7,19820101,"21,055","Kallas, Caroline K.",Challenger,"90,761","Collins, Cardiss",Incumbent,N/A,N/A,N/A,N/A,"1,348","69,706",D,.00,18.83,81.17,
House,Illinois,N/A,1984,District 7,7,19820101,"37,411","Bevel, James L.",Challenger,"135,493","Collins, Cardiss",Incumbent,N/A,N/A,N/A,N/A,4,"98,082",D,.00,21.64,78.36,
House,Illinois,N/A,1982,District 7,7,19820101,"20,994","Cheeks, Dansby",Challenger,"133,978","Collins, Cardiss",Incumbent,N/A,N/A,N/A,N/A,2,"112,984",D,.00,13.55,86.45,
House,Illinois,N/A,1990,District 8,8,19820101,N/A,N/A,N/A,"70,151","Rostenkowski, Daniel",Incumbent,N/A,N/A,N/A,N/A,"18,529","70,151",D,.00,.00,100.00,
House,Illinois,N/A,1988,District 8,8,19820101,"34,659","Vetter, V. Stephen",Challenger,"107,728","Rostenkowski, Daniel",Incumbent,N/A,N/A,N/A,N/A,"1,937","73,069",D,.00,24.34,75.66,
House,Illinois,N/A,1986,District 8,8,19820101,"22,383","DeFazio, Thomas J.",Challenger,"82,873","Rostenkowski, Daniel",Incumbent,N/A,N/A,N/A,N/A,N/A,"60,490",D,.00,21.27,78.73,
House,Illinois,N/A,1984,District 8,8,19820101,"46,030","Georgeson, Spiro F.",Challenger,"114,385","Rostenkowski, Daniel",Incumbent,N/A,N/A,N/A,N/A,2,"68,355",D,.00,28.69,71.31,
House,Illinois,N/A,1982,District 8,8,19820101,"24,666","Hickey, Bonnie",Challenger,"124,318","Rostenkowski, Daniel",Incumbent,N/A,N/A,N/A,N/A,1,"99,652",D,.00,16.56,83.44,
House,Illinois,N/A,1990,District 9,9,19820101,"39,031","Sohn, Herbert",Challenger,"96,557","Yates, Sidney R.",Incumbent,N/A,N/A,N/A,N/A,N/A,"57,526",D,.00,28.79,71.21,
House,Illinois,N/A,1988,District 9,9,19820101,"67,604","Sohn, Herbert",Challenger,"135,583","Yates, Sidney R.",Incumbent,N/A,N/A,N/A,N/A,"2,000","67,979",D,.00,33.27,66.73,
House,Illinois,N/A,1986,District 9,9,19820101,"36,715","Sohn, Herbert",Challenger,"92,738","Yates, Sidney R.",Incumbent,N/A,N/A,N/A,N/A,N/A,"56,023",D,.00,28.36,71.64,
House,Illinois,N/A,1984,District 9,9,19820101,"69,613","Sohn, Herbert",Challenger,"144,879","Yates, Sidney R.",Incumbent,N/A,N/A,N/A,N/A,3,"75,266",D,.00,32.45,67.55,
House,Illinois,N/A,1982,District 9,9,19820101,"54,851","Bertini, Catherine",Challenger,"114,083","Yates, Sidney R.",Incumbent,N/A,N/A,N/A,N/A,"2,595","59,232",D,.00,32.47,67.53,
House,Illinois,N/A,1990,District 10,10,19820101,"104,070","Porter, John E.",Incumbent,"47,286","McNamara, Peg",Challenger,N/A,N/A,N/A,N/A,"2,243","56,784",R,.00,68.76,31.24,
House,Illinois,N/A,1988,District 10,10,19820101,"158,519","Porter, John E.",Incumbent,"60,187","Friedman, Eugene F.",Challenger,N/A,N/A,N/A,N/A,N/A,"98,332",R,.00,72.48,27.52,
House,Illinois,N/A,1986,District 10,10,19820101,"87,530","Porter, John E.",Incumbent,"28,990","Cleland, Robert A.",Challenger,N/A,N/A,N/A,N/A,N/A,"58,540",R,.00,75.12,24.88,
House,Illinois,N/A,1984,District 10,10,19820101,"153,330","Porter, John E.",Incumbent,"57,809","Braver, Ruth C.",Challenger,N/A,N/A,N/A,N/A,1,"95,521",R,.00,72.62,27.38,
House,Illinois,N/A,1982,District 10,10,19820101,"90,750","Porter, John E.",Incumbent,"63,115","Chapman, Eugenia S.",Challenger,N/A,N/A,N/A,N/A,3,"27,635",R,.00,58.98,41.02,
House,Illinois,N/A,1990,District 11,11,19820101,"68,850","Dudycz, Walter W.",Challenger,"82,703","Annunzio, Frank",Incumbent,N/A,N/A,N/A,N/A,"2,692","13,853",D,.00,45.43,54.57,
House,Illinois,N/A,1988,District 11,11,19820101,"72,489","Gottlieb, George S.",Challenger,"131,753","Annunzio, Frank",Incumbent,N/A,N/A,N/A,N/A,N/A,"59,264",D,.00,35.49,64.51,
House,Illinois,N/A,1986,District 11,11,19820101,"44,341","Gottlieb, George S.",Challenger,"106,970","Annunzio, Frank",Incumbent,N/A,N/A,N/A,N/A,N/A,"62,629",D,.00,29.30,70.70,
House,Illinois,N/A,1984,District 11,11,19820101,"82,518","Theusch, Charles J.",Challenger,"138,171","Annunzio, Frank",Incumbent,N/A,N/A,N/A,N/A,1,"55,653",D,.00,37.39,62.61,
House,Illinois,N/A,1982,District 11,11,19820101,"50,967","Moynihan, James F.",Challenger,"134,755","Annunzio, Frank",Incumbent,N/A,N/A,N/A,N/A,N/A,"83,788",D,.00,27.44,72.56,
House,Illinois,N/A,1990,District 12,12,19820101,"113,081","Crane, Philip M.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"24,450","113,081",R,.00,100.00,.00,
House,Illinois,N/A,1988,District 12,12,19820101,"165,913","Crane, Philip M.",Incumbent,"54,769","Leonardi, John A.",Challenger,N/A,N/A,N/A,N/A,N/A,"111,144",R,.00,75.18,24.82,
House,Illinois,N/A,1986,District 12,12,19820101,"89,044","Crane, Philip M.",Incumbent,"25,536","Leonardi, John A.",Challenger,N/A,N/A,N/A,N/A,N/A,"63,508",R,.00,77.71,22.29,
House,Illinois,N/A,1984,District 12,12,19820101,"159,582","Crane, Philip M.",Incumbent,"45,537","La Flamme, Edward J.",Challenger,N/A,N/A,N/A,N/A,N/A,"114,045",R,.00,77.80,22.20,
House,Illinois,N/A,1982,District 12,12,19820101,"86,487","Crane, Philip M.",Incumbent,"40,108","DeFosse, Daniel G.",Challenger,N/A,N/A,N/A,N/A,"4,106","46,379",R,.00,68.32,31.68,
House,Illinois,N/A,1990,District 13,13,19820101,"116,048","Fawell, Harris W.",Incumbent,"60,305","Thomas, Steven",Challenger,N/A,N/A,N/A,N/A,N/A,"55,743",R,.00,65.80,34.20,
House,Illinois,N/A,1988,District 13,13,19820101,"174,992","Fawell, Harris W.",Incumbent,"74,424","Craig, Evelyn E.",Challenger,N/A,N/A,N/A,N/A,N/A,"100,568",R,.00,70.16,29.84,
House,Illinois,N/A,1986,District 13,13,19820101,"107,227","Fawell, Harris W.",Incumbent,"38,874","Jeffrey, Dominick J.",Challenger,N/A,N/A,N/A,N/A,N/A,"68,353",R,.00,73.39,26.61,
House,Illinois,N/A,1984,District 13,13,19820101,"157,603","Fawell, Harris W.",Challenger,"77,623","Donohue, Michael J.",Challenger,N/A,N/A,N/A,N/A,8,"79,980",R,.00,67.00,33.00,
House,Illinois,N/A,1982,District 13,13,19820101,"113,423","Erlenborn, John N.",Incumbent,"49,105","Bily, Robert",Challenger,N/A,N/A,N/A,N/A,2,"64,318",R,.00,69.79,30.21,
House,Illinois,N/A,1990,District 14,14,19820101,"112,383","Hastert, J. Dennis",Incumbent,"55,592","Westphal, Donald J.",Challenger,N/A,N/A,N/A,N/A,N/A,"56,791",R,.00,66.90,33.10,
House,Illinois,N/A,1988,District 14,14,19820101,"161,146","Hastert, J. Dennis",Incumbent,"57,482","Youhanaie, Stephen",Challenger,N/A,N/A,N/A,N/A,N/A,"103,664",R,.00,73.71,26.29,
House,Illinois,N/A,1986,District 14,14,19820101,"77,288","Hastert, J. Dennis",Challenger,"70,293","Kearns, Mary Lou",Challenger,N/A,N/A,N/A,N/A,N/A,"6,995",R,.00,52.37,47.63,
House,Illinois,N/A,1984,District 14,14,19820101,"135,967","Grotberg, John E.",Challenger,"82,756","McGrath, Dan",Challenger,N/A,N/A,N/A,N/A,15,"53,211",R,.00,62.16,37.84,
House,Illinois,N/A,1982,District 14,14,19820101,"98,262","Corcoran, Tom",Incumbent,"53,914","McGrath, Dan",Challenger,N/A,N/A,N/A,N/A,4,"44,348",R,.00,64.57,35.43,
House,Illinois,N/A,1990,District 15,15,19820101,"119,812","Madigan, Edward R.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,"119,812",R,.00,100.00,.00,
House,Illinois,N/A,1988,District 15,15,19820101,"140,171","Madigan, Edward R.",Incumbent,"55,260","Curl, Thomas J.",Challenger,N/A,N/A,N/A,N/A,N/A,"84,911",R,.00,71.72,28.28,
House,Illinois,N/A,1986,District 15,15,19820101,"115,284","Madigan, Edward R.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"115,284",R,.00,100.00,.00,
House,Illinois,N/A,1984,District 15,15,19820101,"149,096","Madigan, Edward R.",Incumbent,"54,516","Hoffmann, John M.",Challenger,N/A,N/A,N/A,N/A,1,"94,580",R,.00,73.23,26.77,
House,Illinois,N/A,1982,District 15,15,19820101,"105,038","Madigan, Edward R.",Incumbent,"53,303","Hall, Tim L.",Challenger,N/A,N/A,N/A,N/A,3,"51,735",R,.00,66.34,33.66,
House,Illinois,N/A,1990,District 16,16,19820101,"69,105","Hallock, John W.",Challenger,"83,061","Cox, John W.",Challenger,N/A,N/A,N/A,N/A,N/A,"13,956",D,.00,45.41,54.59,
House,Illinois,N/A,1988,District 16,16,19820101,"128,365","Martin, Lynn",Incumbent,"72,431","Mahan, Steven E.",Challenger,N/A,N/A,N/A,N/A,N/A,"55,934",R,.00,63.93,36.07,
House,Illinois,N/A,1986,District 16,16,19820101,"92,982","Martin, Lynn",Incumbent,"46,087","Bohnsack, Kenneth F.",Challenger,N/A,N/A,N/A,N/A,N/A,"46,895",R,.00,66.86,33.14,
House,Illinois,N/A,1984,District 16,16,19820101,"127,684","Martin, Lynn",Incumbent,"90,850","Schwerdtfeger, Carl R.",Challenger,N/A,N/A,N/A,N/A,4,"36,834",R,.00,58.43,41.57,
House,Illinois,N/A,1982,District 16,16,19820101,"89,405","Martin, Lynn",Incumbent,"66,877","Schwerdtfeger, Carl R.",Challenger,N/A,N/A,N/A,N/A,5,"22,528",R,.00,57.21,42.79,
House,Illinois,N/A,1990,District 17,17,19820101,"51,380","Lee, Dan",Challenger,"102,062","Evans, Lane",Incumbent,N/A,N/A,N/A,N/A,N/A,"50,682",D,.00,33.48,66.52,
House,Illinois,N/A,1988,District 17,17,19820101,"71,560","Stewart, William E.",Challenger,"132,130","Evans, Lane",Incumbent,N/A,N/A,N/A,N/A,N/A,"60,570",D,.00,35.13,64.87,
House,Illinois,N/A,1986,District 17,17,19820101,"68,101","McHard, Sam",Challenger,"85,442","Evans, Lane",Incumbent,N/A,N/A,N/A,N/A,N/A,"17,341",D,.00,44.35,55.65,
House,Illinois,N/A,1984,District 17,17,19820101,"98,069","McMillan, Kenneth G.",Challenger,"128,273","Evans, Lane",Incumbent,N/A,N/A,N/A,N/A,3,"30,204",D,.00,43.33,56.67,
House,Illinois,N/A,1982,District 17,17,19820101,"84,347","McMillan, Kenneth G.",Challenger,"94,483","Evans, Lane",Challenger,N/A,N/A,N/A,N/A,57,"10,136",D,.00,47.17,52.83,
House,Illinois,N/A,1990,District 18,18,19820101,"105,693","Michel, Robert H.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,677","105,693",R,.00,100.00,.00,
House,Illinois,N/A,1988,District 18,18,19820101,"114,458","Michel, Robert H.",Incumbent,"94,763","Stephens, G. Douglas",Challenger,N/A,N/A,N/A,N/A,N/A,"19,695",R,.00,54.71,45.29,
House,Illinois,N/A,1986,District 18,18,19820101,"94,308","Michel, Robert H.",Incumbent,"56,331","Dawson, Jim",Challenger,N/A,N/A,N/A,N/A,N/A,"37,977",R,.00,62.61,37.39,
House,Illinois,N/A,1984,District 18,18,19820101,"136,183","Michel, Robert H.",Incumbent,"86,884","Bradley, Gerald A.",Challenger,N/A,N/A,N/A,N/A,39,"49,299",R,.00,61.05,38.95,
House,Illinois,N/A,1982,District 18,18,19820101,"97,406","Michel, Robert H.",Incumbent,"91,281","Stephens, G. Douglas",Challenger,N/A,N/A,N/A,N/A,7,"6,125",R,.00,51.62,48.38,
House,Illinois,N/A,1990,District 19,19,19820101,"55,680","Kerans, Robert F.",Challenger,"113,958","Bruce, Terry L.",Incumbent,N/A,N/A,N/A,N/A,"2,250","58,278",D,.00,32.82,67.18,
House,Illinois,N/A,1988,District 19,19,19820101,"73,981","Kerans, Robert F.",Challenger,"132,889","Bruce, Terry L.",Incumbent,N/A,N/A,N/A,N/A,N/A,"58,908",D,.00,35.76,64.24,
House,Illinois,N/A,1986,District 19,19,19820101,"56,186","Salvi, Al",Challenger,"111,105","Bruce, Terry L.",Incumbent,N/A,N/A,N/A,N/A,N/A,"54,919",D,.00,33.59,66.41,
House,Illinois,N/A,1984,District 19,19,19820101,"107,463","Crane, Daniel B.",Incumbent,"117,634","Bruce, Terry L.",Challenger,N/A,N/A,N/A,N/A,6,"10,171",D,.00,47.74,52.26,
House,Illinois,N/A,1982,District 19,19,19820101,"94,833","Crane, Daniel B.",Incumbent,"87,231","Gwinn, John",Challenger,N/A,N/A,N/A,N/A,N/A,"7,602",R,.00,52.09,47.91,
House,Illinois,N/A,1990,District 20,20,19820101,"66,433","Jurgens, Paul E.",Challenger,"130,114","Durbin, Richard J.",Incumbent,N/A,N/A,N/A,N/A,N/A,"63,681",D,.00,33.80,66.20,
House,Illinois,N/A,1988,District 20,20,19820101,"69,303","Jurgens, Paul E.",Challenger,"153,341","Durbin, Richard J.",Challenger,N/A,N/A,N/A,N/A,N/A,"84,038",D,.00,31.13,68.87,
House,Illinois,N/A,1986,District 20,20,19820101,"59,291","McCarthy, Kevin B.",Challenger,"126,556","Durbin, Richard J.",Incumbent,N/A,N/A,N/A,N/A,N/A,"67,265",D,.00,31.90,68.10,
House,Illinois,N/A,1984,District 20,20,19820101,"91,728","Austin, Richard G.",Challenger,"145,092","Durbin, Richard J.",Incumbent,N/A,N/A,N/A,N/A,1,"53,364",D,.00,38.73,61.27,
House,Illinois,N/A,1982,District 20,20,19820101,"99,348","Findley, Paul",Incumbent,"100,758","Durbin, Richard J.",Challenger,N/A,N/A,N/A,N/A,3,"1,410",D,.00,49.65,50.35,
House,Illinois,N/A,1990,District 21,21,19820101,"48,949","Gaffner, Robert H.",Challenger,"95,208","Costello, Jerry F.",Incumbent,N/A,N/A,N/A,N/A,N/A,"46,259",D,.00,33.96,66.04,
House,Illinois,N/A,1988,District 21,21,19820101,"95,385","Gaffner, Robert H.",Challenger,"105,836","Costello, Jerry F.",Incumbent,N/A,N/A,N/A,N/A,N/A,"10,451",D,.00,47.40,52.60,
House,Illinois,N/A,1986,District 21,21,19820101,"64,779","Gaffner, Robert H.",Challenger,"65,722","Price, Melvin",Incumbent,N/A,N/A,N/A,N/A,N/A,943,D,.00,49.64,50.36,
House,Illinois,N/A,1984,District 21,21,19820101,"84,148","Gaffner, Robert H.",Challenger,"127,046","Price, Melvin",Incumbent,N/A,N/A,N/A,N/A,N/A,"42,898",D,.00,39.84,60.16,
House,Illinois,N/A,1982,District 21,21,19820101,"46,764","Gaffner, Robert H.",Challenger,"89,500","Price, Melvin",Incumbent,N/A,N/A,N/A,N/A,"4,344","42,736",D,.00,34.32,65.68,
House,Illinois,N/A,1990,District 22,22,19820101,N/A,N/A,N/A,"138,425","Poshard, Glenn",Incumbent,N/A,N/A,N/A,N/A,"26,896","138,425",D,.00,.00,100.00,
House,Illinois,N/A,1988,District 22,22,19820101,"75,462","Kelley, Patrick J.",Challenger,"139,392","Poshard, Glenn",Challenger,N/A,N/A,N/A,N/A,N/A,"63,930",D,.00,35.12,64.88,
House,Illinois,N/A,1986,District 22,22,19820101,"85,733","Patchett, Randy",Challenger,"97,585","Gray, Kenneth J.",Incumbent,N/A,N/A,N/A,N/A,N/A,"11,852",D,.00,46.77,53.23,
House,Illinois,N/A,1984,District 22,22,19820101,"115,775","Patchett, Randy",Challenger,"116,952","Gray, Kenneth J.",Incumbent,N/A,N/A,N/A,N/A,1,"1,177",D,.00,49.75,50.25,
House,Illinois,N/A,1982,District 22,22,19820101,"63,279","Prineas, Peter G.",Challenger,"123,693","Simon, Paul",Incumbent,N/A,N/A,N/A,N/A,N/A,"60,414",D,.00,33.84,66.16,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Indiana,N/A,1990,District 1,1,19820101,"35,450","Costas, William",Challenger,"68,920","Visclosky, Peter J.",Incumbent,N/A,N/A,N/A,N/A,N/A,"33,470",D,.00,33.97,66.03,
House,Indiana,N/A,1988,District 1,1,19820101,"41,076","Crumpacker, Owen W.",Challenger,"138,251","Visclosky, Peter J.",Incumbent,N/A,N/A,N/A,N/A,N/A,"97,175",D,.00,22.91,77.09,
House,Indiana,N/A,1986,District 1,1,19820101,"30,395","Costas, William",Challenger,"86,983","Visclosky, Peter J.",Incumbent,N/A,N/A,N/A,N/A,"1,063","56,588",D,.00,25.89,74.11,
House,Indiana,N/A,1984,District 1,1,19820101,"59,986","Grenchik, Joseph B.",Challenger,"147,035","Visclosky, Peter J.",Challenger,N/A,N/A,N/A,N/A,943,"87,049",D,.00,28.98,71.02,
House,Indiana,N/A,1982,District 1,1,19820101,"66,921","Krieger, Thomas",Challenger,"87,369","Hall, Katie",Challenger,N/A,N/A,N/A,N/A,806,"20,448",D,.00,43.37,56.63,
House,Indiana,N/A,1990,District 2,2,19820101,"63,980","Pence, Mike",Challenger,"93,495","Sharp, Philip R.",Incumbent,N/A,N/A,N/A,N/A,N/A,"29,515",D,.00,40.63,59.37,
House,Indiana,N/A,1988,District 2,2,19820101,"102,846","Pence, Mike",Challenger,"116,915","Sharp, Philip R.",Incumbent,N/A,N/A,N/A,N/A,N/A,"14,069",D,.00,46.80,53.20,
House,Indiana,N/A,1986,District 2,2,19820101,"62,013","Lynch, Donald J.",Challenger,"102,456","Sharp, Philip R.",Incumbent,N/A,N/A,N/A,N/A,"1,156","40,443",D,.00,37.70,62.30,
House,Indiana,N/A,1984,District 2,2,19820101,"103,061","Mackenzie, Ken",Challenger,"118,965","Sharp, Philip R.",Incumbent,N/A,N/A,N/A,N/A,637,"15,904",D,.00,46.42,53.58,
House,Indiana,N/A,1982,District 2,2,19820101,"83,593","Van, Natta Ralph",Challenger,"107,298","Sharp, Philip R.",Incumbent,N/A,N/A,N/A,N/A,N/A,"23,705",D,.00,43.79,56.21,
House,Indiana,N/A,1990,District 3,3,19820101,"77,911","Hiler, John P.",Incumbent,"80,740","Roemer, Timothy J.",Challenger,N/A,N/A,N/A,N/A,N/A,"2,829",D,.00,49.11,50.89,
House,Indiana,N/A,1988,District 3,3,19820101,"116,309","Hiler, John P.",Incumbent,"97,934","Ward, Thomas W.",Challenger,N/A,N/A,N/A,N/A,N/A,"18,375",R,.00,54.29,45.71,
House,Indiana,N/A,1986,District 3,3,19820101,"75,979","Hiler, John P.",Incumbent,"75,932","Ward, Thomas W.",Challenger,N/A,N/A,N/A,N/A,598,47,R,.00,50.02,49.98,
House,Indiana,N/A,1984,District 3,3,19820101,"115,139","Hiler, John P.",Incumbent,"103,961","Barnes, Michael P.",Challenger,N/A,N/A,N/A,N/A,652,"11,178",R,.00,52.55,47.45,
House,Indiana,N/A,1982,District 3,3,19820101,"86,958","Hiler, John P.",Incumbent,"83,046","Bodine, Richard C.",Challenger,N/A,N/A,N/A,N/A,N/A,"3,912",R,.00,51.15,48.85,
House,Indiana,N/A,1990,District 4,4,19820101,"64,415","Hawks, Richard W.",Challenger,"99,347","Long, Jill Lynette",Incumbent,N/A,N/A,N/A,N/A,209,"34,932",D,.00,39.33,60.67,
House,Indiana,N/A,1988,District 4,4,19820101,"132,843","Coats, Daniel R.",Incumbent,"80,915","Long, Jill Lynette",Challenger,N/A,N/A,N/A,N/A,N/A,"51,928",R,.00,62.15,37.85,
House,Indiana,N/A,1986,District 4,4,19820101,"99,865","Coats, Daniel R.",Incumbent,"43,105","Scher, Gregory A.",Challenger,N/A,N/A,N/A,N/A,602,"56,760",R,.00,69.85,30.15,
House,Indiana,N/A,1984,District 4,4,19820101,"129,674","Coats, Daniel R.",Incumbent,"82,053","Barnard, Michael H.",Challenger,N/A,N/A,N/A,N/A,"1,392","47,621",R,.00,61.25,38.75,
House,Indiana,N/A,1982,District 4,4,19820101,"110,155","Coats, Daniel R.",Incumbent,"60,054","Miller, Roger M.",Challenger,N/A,N/A,N/A,N/A,"1,029","50,101",R,.00,64.72,35.28,
House,Indiana,N/A,1990,District 5,5,19820101,"71,750","Johnson, John A.",Challenger,"81,373","Jontz, Jim",Incumbent,N/A,N/A,N/A,N/A,N/A,"9,623",D,.00,46.86,53.14,
House,Indiana,N/A,1988,District 5,5,19820101,"90,163","Williams, Patricia L.",Challenger,"116,240","Jontz, Jim",Incumbent,N/A,N/A,N/A,N/A,N/A,"26,077",D,.00,43.68,56.32,
House,Indiana,N/A,1986,District 5,5,19820101,"75,507","Butcher, James R.",Challenger,"80,772","Jontz, Jim",Challenger,N/A,N/A,N/A,N/A,727,"5,265",D,.00,48.32,51.68,
House,Indiana,N/A,1984,District 5,5,19820101,"143,560","Hillis, Elwood H.",Incumbent,"66,631","Maxwell, Allen",Challenger,N/A,N/A,N/A,N/A,"1,164","76,929",R,.00,68.30,31.70,
House,Indiana,N/A,1982,District 5,5,19820101,"105,469","Hillis, Elwood H.",Incumbent,"67,238","Maxwell, Allen",Challenger,N/A,N/A,N/A,N/A,N/A,"38,231",R,.00,61.07,38.93,
House,Indiana,N/A,1990,District 6,6,19820101,"116,470","Burton, Dan",Incumbent,"67,024","Fadely, James P.",Challenger,N/A,N/A,N/A,N/A,N/A,"49,446",R,.00,63.47,36.53,
House,Indiana,N/A,1988,District 6,6,19820101,"192,064","Burton, Dan",Incumbent,"71,447","Holland, George T.",Challenger,N/A,N/A,N/A,N/A,N/A,"120,617",R,.00,72.89,27.11,
House,Indiana,N/A,1986,District 6,6,19820101,"118,363","Burton, Dan",Incumbent,"53,431","McKenna, Thomas F.",Challenger,N/A,N/A,N/A,N/A,"1,371","64,932",R,.00,68.90,31.10,
House,Indiana,N/A,1984,District 6,6,19820101,"178,814","Burton, Dan",Incumbent,"65,772","Campbell, Howard O.",Challenger,N/A,N/A,N/A,N/A,"1,278","113,042",R,.00,73.11,26.89,
